time, posx, posy, posz, rotx, roty, rotz, numCnt, pushCnt, pinchCnt, angle-45
0, 0, 0, 0, 0, 0, 0,0, 0, 0
0.09999847, 0, 0, 0, 0, 0, 0,0, 0, 0
0.1377487, 0, 0, 0, 0, 0, 0,0, 0, 0
0.1717739, 0, 0, 0, 0, 0, 0,0, 0, 0
0.2717743, 0, 0, 0, 0, 0, 0,0, 0, 0
0.3251629, 0, 0, 0, 0, 0, 0,0, 0, 0
0.3745041, 0, 0, 0, 0, 0, 0,0, 0, 0
0.4027538, 0, 0, 0, 0, 0, 0,0, 0, 0
0.4332447, 0, 0, 0, 0, 0, 0,0, 0, 0
0.4785061, 0, 0, 0, 0, 0, 0,0, 0, 0
0.5119972, 0, 0, 0, 0, 0, 0,0, 0, 0
0.5430813, 0, 0, 0, 0, 0, 0,1, 0, 0
0.5838966, 0, 0, 0, 0, 0, 0,1, 0, 0
0.626091, 0, 0, 0, 0, 0, 0,1, 0, 0
0.6577225, 0, 0, 0, 0, 0, 0,1, 0, 0
0.6887112, 0, 0, 0, 0, 0, 0,1, 0, 0
0.7157116, 0, 0, 0, 0, 0, 0,1, 0, 0
0.7458286, 0, 0, 0, 0, 0, 0,1, 0, 0
0.7763157, 0, 0, 0, 0, 0, 0,1, 0, 0
0.8088398, 0, 0, 0, 0, 0, 0,1, 0, 0
0.8446217, 0, 0, 0, 0, 0, 0,1, 0, 0
0.8771725, 0, 0, 0, 0, 0, 0,1, 0, 0
0.9110184, 0, 0, 0, 0, 0, 0,1, 0, 0
0.9431801, 0, 0, 0, 0, 0, 0,1, 0, 0
0.978569, 0, 0, 0, 0, 0, 0,1, 0, 0
1.011736, 0, 0, 0, 0, 0, 0,1, 0, 0
1.046467, 0, 0, 0, 0, 0, 0,1, 0, 0
1.082664, 0, 0, 0, 0, 0, 0,1, 0, 0
1.111469, 0, 0, 0, 0, 0, 0,1, 0, 0
1.145611, 0, 0, 0, 0, 0, 0,1, 0, 0
1.179533, 0, 0, 0, 0, 0, 0,1, 0, 0
1.213701, 0, 0, 0, 0, 0, 0,1, 0, 0
1.246714, 0, 0, 0, 0, 0, 0,1, 0, 0
1.27355, 0, 0, 0, 0, 0, 0,1, 0, 0
1.299406, 0, 0, 0, 0, 0, 0,1, 0, 0
1.338102, 0, 0, 0, 0, 0, 0,1, 0, 0
1.371679, 0, 0, 0, 0, 0, 0,1, 0, 0
1.400618, 0, 0, 0, 0, 0, 0,1, 0, 0
1.429218, 0, 0, 0, 0, 0, 0,1, 0, 0
1.455137, 0, 0, 0, 0, 0, 0,1, 0, 0
1.484858, 0, 0, 0, 0, 0, 0,1, 0, 0
1.513512, 0, 0, 0, 0, 0, 0,1, 0, 0
1.542685, 0, 0, 0, 0, 0, 0,1, 0, 0
1.571671, 0, 0, 0, 0, 0, 0,1, 0, 0
1.601154, 0, 0, 0, 0, 0, 0,1, 0, 0
1.625223, 0, 0, 0, 0, 0, 0,1, 0, 0
1.649437, 0, 0, 0, 0, 0, 0,1, 0, 0
1.680412, 0, 0, 0, 0, 0, 0,1, 0, 0
1.705238, 0, 0, 0, 0, 0, 0,1, 0, 0
